Plot,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
41,0,65.67132119,147.1731035,240.9213763,161.9062592,134.9619088,168.9275872,217.9640317,253.299448,253.5994891,255.3987721,274.4712352,312.8323336,362.0479671,272.5662729,237.5092577,394.7159144,432.4469184,366.3639282,348.9761784,479.3203869,515.730266,461.5597816,456.2225538
42,65.67132119,0,81.79453361,175.2578546,180.6941882,131.1934944,135.7895346,165.3368029,246.5062319,262.2594616,238.3407761,239.1193976,252.8590664,298.5376578,216.1789183,188.7217948,341.000284,374.1788389,317.6399271,313.0830387,430.968484,462.3426162,417.9154686,422.0948936
43,147.1731035,81.79453361,0,94.3647806,222.0113503,159.1466953,123.7914268,109.9798431,251.9750347,284.7310069,231.3679927,205.727856,190.8088936,225.9174008,165.1379114,157.6662711,289.5407765,312.7213494,276.5129107,293.9158609,386.9465886,408.8312367,382.134488,401.109735
44,240.9213763,175.2578546,94.3647806,0,301.708386,236.5224862,181.3961612,122.5525693,303.9209652,348.3055319,273.9706184,222.6999961,127.9085984,141.1818734,127.3075037,152.464541,233.2171028,240.8247679,235.8746489,280.3277708,335.3509326,344.1711017,341.3679731,377.8562132
45,161.9062592,180.6941882,222.0113503,301.708386,0,65.22861422,130.0529878,208.2348834,113.4972227,93.7076155,135.8342818,194.7480884,412.7628032,442.296863,385.159511,366.3632274,510.6079937,534.4141089,493.1970093,493.7478487,605.6698826,630.6022884,596.0997049,602.7811508
46,134.9619088,131.1934944,159.1466953,236.5224862,65.22861422,0,69.24510581,146.8006193,119.058107,131.6100357,121.4619627,156.3098548,349.2662711,377.2421453,323.7720562,308.9472062,448.6412723,470.4736478,433.6047194,440.1437759,545.2347584,567.908526,537.8769279,549.1515086
47,168.9275872,135.7895346,123.7914268,181.3961612,130.0529878,69.24510581,0,78.25394277,128.5244344,167.2114381,108.5824086,105.7969621,303.1827095,322.1781146,285.4278698,281.444957,406.5169754,421.2478722,398.1312521,417.4656118,506.4190966,522.5555434,504.3956603,524.8898127
48,217.9640317,165.3368029,109.9798431,122.5525693,208.2348834,146.8006193,78.25394277,0,184.7383916,234.4689784,152.3629333,102.8442786,250.3593939,257.1753712,243.6519775,253.9434291,355.6638517,361.5791032,355.5839868,389.7480167,457.6700388,466.0470863,461.9064655,492.7798599
49,253.299448,246.5062319,251.9750347,303.9209652,113.4972227,119.058107,128.5244344,184.7383916,0,60.29354279,39.59097872,116.790534,429.25697,441.702937,413.6949865,409.3889993,533.5424972,544.6919208,526.5242324,544.7891331,634.1202164,647.802952,632.8648484,652.7221734
