"Agonoleptus_thoracicus","Agonum_ferreum","Agonum_fidele","Agonum_retractum","Amphasia_interstitialis","Anisodactylus_harrisii","Anisodactylus_melanopus","Anisodactylus_nigerrimus","Apenes_lucidula","Carabus_goryi","Chlaenius_emarginatus","Chlaenius_laticollis","Cyclotrachelus_convivus","Cyclotrachelus_fucatus","Cyclotrachelus_sigillatus","Cymindis_limbata","Cymindis_platicollis","Dicaelus_politus","Dicaelus_teter","Galerita_bicolor","Harpalus_spadiceus","Lophoglossus_scrutator","Notiobia_nitidipennis","Notiophilus_aeneus","Olisthopus_parmatus","Platynus_angustatus","Platynus_decentis","Platynus_tenuicollis","Pseudamara_arenaria","Pterostichus_adoxus","Pterostichus_coracinus","Pterostichus_corvinus","Pterostichus_diligendus","Pterostichus_hamiltoni","Pterostichus_lachrymosus","Pterostichus_melanarius","Pterostichus_moestus","Pterostichus_mutus","Pterostichus_rostratus","Pterostichus_sayanus","Pterostichus_stygicus","Pterostichus_tristis","Scaphinotus_imperfectus","Scaphinotus_viduus","Sphaeroderus_canadensis","Sphaeroderus_stenostomus","Trichotichnus_autumnalis"
0.365758937535506,0.233208369642371,0.232965411292051,0.214985688007381,0.209474142346754,0.221991832055225,0.232142802532807,0.262185640889388,0.188802293835761,0.287456800317968,0,0.17314009820823,0.213377552692499,0.21684512337546,0.226155519761903,0.140465638504596,0.102080619179661,0.231591503396573,0.259081044887608,0.104101149083384,0.370424633338431,0.162200750265962,0.145413522884164,0.330130869757366,0.125857684561353,0.369841633868161,0.375947959259491,0.249759798595772,0.253209292249739,0.345491405100518,0.204418526368293,0.191234155521473,0.341770507407052,0.246334646490689,0.235975944152,0.145981036259952,0.292688647027444,0.164410723622826,0.419109595171718,0.354708542699875,0.328016312380761,0.236265305062851,0.478407222062835,0.497189965727568,0.387693383634977,0.439653653933036,0.289052752535395
0.396202357990742,0.139640860838989,0.101211538880697,0.330373403084596,0.123513790500743,0.11958207873262,0.108896651486062,0.312460180470869,0.31864942282209,0.359079182841155,0.17314009820823,0,0.344362684228473,0.36013728073127,0.350287157112217,0.240285889192912,0.217468334256876,0.378739585172864,0.371656906951792,0.236789816950561,0.472816433166576,0.0726394841952546,0.27589897561713,0.47151060126652,0.169971197517164,0.293575077854741,0.263826157518997,0.173493242582352,0.383056421236068,0.283684262996211,0.350925725583205,0.110753964833542,0.276947343910092,0.352908358158923,0.380406895674255,0.293129118036243,0.241923127703014,0.305950151427642,0.357302453067411,0.497635439077216,0.261393259142596,0.379096604139641,0.402140666049415,0.3413508203093,0.325886241530671,0.341609801170442,0.209944657641127
0.197021712581079,0.439921957322945,0.404187997312294,0.271372478302334,0.359018897110089,0.35549747308621,0.353459100331798,0.38350193868838,0.215942550746608,0.132010018016803,0.213377552692499,0.344362684228473,0,0.0431271300928936,0.0332770064738402,0.331611761796271,0.308794206860235,0.0898135681506689,0.0847028057738061,0.317478701775883,0.166443270306236,0.324311319983137,0.302220822343486,0.535483940279783,0.297080270581596,0.249885853227326,0.230773920669619,0.463137351288271,0.25968979432344,0.178526120166358,0.0476638381227229,0.346669359187133,0.168892417152312,0.0491100538665965,0.0699464520860235,0.159125503345578,0.140248587077372,0.324790685339713,0.249247526309632,0.180625288438839,0.153477865425886,0.0773401427257625,0.358451441422,0.341743183426403,0.265700360790528,0.2635371665252,0.445860051994717
0.151609297345661,0.402078277960096,0.410636003726224,0.233528798939486,0.334763036421076,0.347280726129547,0.357431696607129,0.387474534963711,0.17809887138376,0.135649983839288,0.21684512337546,0.36013728073127,0.0431271300928936,0,0.0243989088950548,0.318136230938769,0.270950527497386,0.0491618481963753,0.0874239896480676,0.27682698182159,0.16238019407942,0.305721495913175,0.261901732842038,0.534319384595897,0.303528276995527,0.209234133273033,0.220285218360331,0.422485631333977,0.219370704821992,0.137874400212065,0.0164536848462572,0.316557514687667,0.125765287059418,0.0446943449478546,0.040812546502214,0.119983926229263,0.147969558334086,0.285891694936415,0.206120396216738,0.137863419324415,0.113786132184971,0.0371492810504893,0.317799721467707,0.345383149248888,0.228896880729287,0.267177132347685,0.405540962493269
0.16662387164631,0.414590423210637,0.39133102043434,0.246040944190026,0.333643856830865,0.330407646809346,0.340558617286928,0.370601455643509,0.1906110166343,0.111251074944233,0.226155519761903,0.350287157112217,0.0332770064738402,0.0243989088950548,0,0.306280227683963,0.283462672747927,0.0565800678437455,0.0630250807530128,0.28424520146896,0.145507114759219,0.298979785870829,0.276845782064262,0.556286389519269,0.284223293703643,0.216652352920403,0.205442386557312,0.429903850981347,0.234314754044216,0.145292619859435,0.0232313410940236,0.321294318907908,0.146062741489666,0.0253893616559703,0.0367129517791001,0.125848496871738,0.14644005642493,0.298403840186956,0.215970519835791,0.152807468546639,0.126298277435512,0.0496614263010301,0.325217941115077,0.320984240353833,0.232466860483605,0.242778223452631,0.420485011715493
0.325879573078331,0.157368103832353,0.169158303233849,0.176396750609937,0.209415145836759,0.215529555141918,0.223392546857598,0.225591189538366,0.170691513852574,0.28246947530136,0.140465638504596,0.240285889192912,0.331611761796271,0.318136230938769,0.306280227683963,0,0.069278094621762,0.289383514241222,0.286241132597061,0.114208336122764,0.328449954372835,0.221369958906191,0.149491478367296,0.324957749619808,0.086903802004792,0.371108916573789,0.323597955569286,0.239037904242085,0.24325960328123,0.424932830668014,0.308270819396097,0.210533940131699,0.440639966561207,0.282501707929674,0.300389317120641,0.213451049957624,0.418203891879977,0.184976908242209,0.464981139608569,0.403433171110289,0.414761469658052,0.308676618387706,0.475092177595609,0.477357855229279,0.408433968161434,0.444826774070594,0.281761370589586
0.285096316078567,0.13112775046271,0.178265323433129,0.133652755130095,0.206863617637875,0.217971381732313,0.232499567056879,0.234698209737646,0.133017416903813,0.288565490557718,0.102080619179661,0.217468334256876,0.308794206860235,0.270950527497386,0.283462672747927,0.069278094621762,0,0.232869605381176,0.273361185224446,0.0897527429422044,0.337556974572115,0.193438110757695,0.112137958880851,0.315850729420528,0.0783447186740444,0.361109008008793,0.332704975768567,0.20168438475564,0.205906083794785,0.358125699289029,0.270526682632542,0.180745221286579,0.371361871939445,0.259684152993638,0.264721428049742,0.170250899492819,0.38942076966795,0.142189134691363,0.402496660211729,0.334155076488527,0.366119619193012,0.239398523765944,0.437738658109164,0.48646487542856,0.39702107974842,0.453933794269875,0.244407851103141
0.105912190806209,0.363997355843886,0.381883287028676,0.195447876823275,0.33656986347831,0.349087553186781,0.359238523664363,0.389281362020944,0.147442328046586,0.0958163410615752,0.231591503396573,0.378739585172864,0.0898135681506689,0.0491618481963753,0.0565800678437455,0.289383514241222,0.232869605381176,0,0.0475903468703546,0.25795388399574,0.164187021136654,0.326303467833554,0.254380354480609,0.543593483618829,0.27697396547757,0.184923325198232,0.191532501662783,0.373754620525793,0.211849326460564,0.135549316426793,0.0421497300279461,0.318329876653029,0.161497475372325,0.0499866330525464,0.0318518226685657,0.120387830059355,0.158520204953893,0.273377555219272,0.187518091775145,0.130342040962987,0.14529092660538,0.0308348885056696,0.268637873271331,0.305549506471175,0.189063237951574,0.227343489569972,0.398019584131841
0.142576957542027,0.394551328123735,0.359736150061308,0.226001849103124,0.343704317371271,0.340182893347391,0.339063302541204,0.369106140897785,0.179968216170644,0.0482259941912205,0.259081044887608,0.371656906951792,0.0847028057738061,0.0874239896480676,0.0630250807530128,0.286241132597061,0.273361185224446,0.0475903468703546,0,0.278129105118899,0.151128690567417,0.345311753992359,0.286906242604668,0.589211914644974,0.269891287256498,0.219347498345305,0.18540329147041,0.404308592805642,0.244375214584622,0.178126241254202,0.0709703048018105,0.334068182325583,0.209087822242679,0.0548208040601323,0.0466114431458536,0.1538434669707,0.178379765176229,0.30590344334333,0.197744762334716,0.173086190798057,0.185009215080729,0.0784252353760243,0.275718235259521,0.25795915960082,0.185929557760596,0.180572609045429,0.430545472255899
0.392799607609213,0.196056583259804,0.264175075406817,0.197516574305925,0.261190414140716,0.273708103849187,0.283859074326769,0.313901912683351,0.21133618556385,0.277340155379162,0.104101149083384,0.236789816950561,0.317478701775883,0.27682698182159,0.28424520146896,0.114208336122764,0.0897527429422044,0.25795388399574,0.278129105118899,0,0.422140905132393,0.220635268125435,0.167947414612253,0.327076064599083,0.159061510022829,0.308238977368175,0.393768796432334,0.234037047172223,0.275743183977828,0.356547141137799,0.269814863653161,0.242950427315435,0.378109118466776,0.298050918284652,0.268482507682357,0.184836223690589,0.386185338579108,0.186944615350915,0.396208091366467,0.377242434427963,0.372956060230594,0.25879919679094,0.446186872845896,0.483018354462538,0.406721002386746,0.455344493123054,0.311586644263484
0.13166987754369,0.452449642884102,0.401426646059698,0.296031953487696,0.369905714872274,0.357388025163803,0.369985452975995,0.235476687063735,0.221077177916682,0.180378722129665,0.370424633338431,0.472816433166576,0.166443270306236,0.16238019407942,0.145507114759219,0.328449954372835,0.337556974572115,0.164187021136654,0.151128690567417,0.422140905132393,0,0.417179106953066,0.298508516249705,0.653407703992643,0.34120396715809,0.348508948857029,0.243497006811389,0.492824161624758,0.235162701576158,0.274548987875191,0.168738455853242,0.388145701697555,0.282180111542935,0.124089986847742,0.153658397450036,0.237304681441804,0.291947171184149,0.243168856619171,0.280432375789062,0.0945062978380455,0.261620375978373,0.170649680891454,0.388138251758487,0.379465666265036,0.295387171127015,0.301259649363833,0.435765679475115
0.333221262929673,0.115610637339808,0.104914507813049,0.306343179585415,0.0587499809795428,0.0666671185935287,0.0811953039180952,0.308940114504024,0.250913252029689,0.393537748183579,0.162200750265962,0.0726394841952546,0.324311319983137,0.305721495913175,0.298979785870829,0.221369958906191,0.193438110757695,0.326303467833554,0.345311753992359,0.220635268125435,0.417179106953066,0,0.21113516609593,0.467154992559311,0.206762004962948,0.277420529029614,0.249445994037862,0.157338693757225,0.310416937040813,0.218920453475011,0.295856084370503,0.038522033530572,0.219270007655016,0.302318663788942,0.315643086153055,0.228365308515043,0.208101397564416,0.241186341906442,0.292538643546211,0.432871629556016,0.196629449621395,0.314332794618441,0.385986117224288,0.394315689712582,0.293235036592816,0.316109672811379,0.137305173445872
0.326472330571868,0.219262632347883,0.211907298233117,0.195882171185695,0.152385185116387,0.164376124906691,0.169741577361627,0.155433188147007,0.130241107634889,0.316156274166916,0.145413522884164,0.27589897561713,0.302220822343486,0.261901732842038,0.276845782064262,0.149491478367296,0.112137958880851,0.254380354480609,0.286906242604668,0.167947414612253,0.298508516249705,0.21113516609593,0,0.420220693456423,0.174133355921837,0.439303679678842,0.371168908560153,0.194315645375052,0.107795769365575,0.354449098700208,0.277701561293688,0.172613132565358,0.351841264280219,0.257039496054466,0.264697750583138,0.157805237233288,0.409871291176124,0.105380908714074,0.357961213226235,0.296413244727954,0.359685767717334,0.242481551154646,0.422963068842116,0.480406882648631,0.36392061412903,0.402200865747428,0.148626500654351
0.629403077559976,0.409913284989138,0.494116052853657,0.431147303462288,0.522714347058402,0.53382211115284,0.548350296477407,0.550548939158174,0.440306383207155,0.604416219978245,0.330130869757366,0.47151060126652,0.535483940279783,0.534319384595897,0.556286389519269,0.324957749619808,0.315850729420528,0.543593483618829,0.589211914644974,0.327076064599083,0.653407703992643,0.467154992559311,0.420220693456423,0,0.356022609797773,0.578819640180265,0.648555705189095,0.504320170551833,0.510546933168176,0.647200162803834,0.53454939612566,0.496595950707107,0.624777336850602,0.560518432467656,0.566106813909367,0.471296774877448,0.622819516784811,0.451777992505151,0.705132446007922,0.636510208137129,0.643074439864163,0.525589039504843,0.740374443905357,0.802315604849088,0.712871809168948,0.769784523690403,0.547043636899334
0.340634611053727,0.207493720180469,0.173175442916026,0.211997473804139,0.230703394686046,0.225772045048134,0.216086255671365,0.194526329360401,0.195012813944798,0.257313563145861,0.125857684561353,0.169971197517164,0.297080270581596,0.303528276995527,0.284223293703643,0.086903802004792,0.0783447186740444,0.27697396547757,0.269891287256498,0.159061510022829,0.34120396715809,0.206762004962948,0.174133355921837,0.356022609797773,0,0.418762887080798,0.360635992864247,0.276629814344282,0.267901480835771,0.410324876724772,0.293662865452855,0.210475447237076,0.426032012617964,0.258833932047673,0.285781363177398,0.198843096014382,0.403595937936734,0.204184531732349,0.464492057252715,0.395869819381922,0.40015351571481,0.294068664444463,0.505277237811346,0.452785779354674,0.433075845715974,0.448799405355745,0.306403248144126
0.193053991360761,0.258457624445796,0.314921228584189,0.318546041986893,0.311936567318088,0.324454257026559,0.334605227504141,0.57360328974132,0.332365653244818,0.234551803678577,0.369841633868161,0.293575077854741,0.249885853227326,0.209234133273033,0.216652352920403,0.371108916573789,0.361109008008793,0.184923325198232,0.219347498345305,0.308238977368175,0.348508948857029,0.277420529029614,0.439303679678842,0.578819640180265,0.418762887080798,0,0.111181616276373,0.296438088358215,0.396772651658796,0.0848545809786339,0.202222015104603,0.293696580492807,0.113215934046242,0.224418962009287,0.196242397609698,0.294210803362937,0.109637266149954,0.458300880417504,0.152893332691565,0.315265366161219,0.0964079878014399,0.196822128524195,0.188135330589,0.223495964668822,0.134052168988682,0.190964883510137,0.373987685449476
0.132569262039174,0.238642420199957,0.203739612307816,0.273890385532746,0.235942242711058,0.239069823468003,0.236609504534092,0.462421673464947,0.271391289987165,0.181631634174708,0.375947959259491,0.263826157518997,0.230773920669619,0.220285218360331,0.205442386557312,0.323597955569286,0.332704975768567,0.191532501662783,0.18540329147041,0.393768796432334,0.243497006811389,0.249445994037862,0.371168908560153,0.648555705189095,0.360635992864247,0.111181616276373,0,0.251760110554345,0.321672820376789,0.118126594208979,0.210419806817659,0.238202422371086,0.133833730102171,0.181663866803023,0.202538304542203,0.298606573326898,0.111397655420942,0.420459228997104,0.158174903149534,0.305582158531851,0.107955233199017,0.210825605809267,0.154481050574536,0.153759899659993,0.0878228411403605,0.121228818501308,0.298887854167469
0.346308481310395,0.0973592933943255,0.103454371428256,0.27143282138536,0.133907291789043,0.149736546401147,0.142899012620251,0.319419544932425,0.279702777501697,0.40053693550994,0.249759798595772,0.173493242582352,0.463137351288271,0.422485631333977,0.429903850981347,0.239037904242085,0.20168438475564,0.373754620525793,0.404308592805642,0.234037047172223,0.492824161624758,0.157338693757225,0.194315645375052,0.504320170551833,0.276629814344282,0.296438088358215,0.251760110554345,0,0.261215251159144,0.290055490553049,0.415473513165548,0.137014046707672,0.299424162433481,0.423310416190148,0.405606443194358,0.311135914637436,0.322888764210898,0.262724775401294,0.305869065730747,0.464291670783508,0.309659485862384,0.385797208562508,0.248558920501584,0.306544261193,0.218379035045046,0.274013180034315,0.0787716439354695
0.254471661363226,0.310536216314067,0.305675423147051,0.13671365705504,0.259952918479569,0.26374679045398,0.277537346727202,0.216006458336289,0.0728886668909721,0.27362524614687,0.253209292249739,0.383056421236068,0.25968979432344,0.219370704821992,0.234314754044216,0.24325960328123,0.205906083794785,0.211849326460564,0.244375214584622,0.275743183977828,0.235162701576158,0.310416937040813,0.107795769365575,0.510546933168176,0.267901480835771,0.396772651658796,0.321672820376789,0.261215251159144,0,0.311918070680162,0.235170533273642,0.272302456402526,0.305868351057991,0.21450846803442,0.222166722563092,0.115274209213242,0.367340263156078,0.213176678079649,0.305201157802147,0.243653189303867,0.317154739697288,0.199950523134601,0.352040524388647,0.396867785138739,0.285213877261869,0.318661768237536,0.200602977898957
0.130846369167275,0.280298225871143,0.308477379574872,0.320703970731129,0.237976606336251,0.250494296044722,0.260645266522304,0.499643328759482,0.265274043175403,0.226352235445422,0.345491405100518,0.283684262996211,0.178526120166358,0.137874400212065,0.145292619859435,0.424932830668014,0.358125699289029,0.135549316426793,0.178126241254202,0.356547141137799,0.274548987875191,0.218920453475011,0.354449098700208,0.647200162803834,0.410324876724772,0.0848545809786339,0.118126594208979,0.290055490553049,0.311918070680162,0,0.141713761293603,0.21973661951097,0.0309615809884776,0.1514909446771,0.131514798108348,0.220250842381099,0.062404655185981,0.37344629943887,0.0736181900712002,0.230410785182585,0.0250482547404719,0.124324452842133,0.179925321255642,0.227130176974425,0.110643908454824,0.148924160073222,0.289133104470842
0.151100683507848,0.401654433095252,0.400770592183552,0.233104954074641,0.341121298194898,0.353638987903369,0.363789958380952,0.393832796737533,0.177675026518915,0.119196298993031,0.204418526368293,0.350925725583205,0.0476638381227229,0.0164536848462572,0.0232313410940236,0.308270819396097,0.270526682632542,0.0421497300279461,0.0709703048018105,0.269814863653161,0.168738455853242,0.295856084370503,0.277701561293688,0.53454939612566,0.293662865452855,0.202222015104603,0.210419806817659,0.415473513165548,0.235170533273642,0.141713761293603,0,0.322881311369617,0.140725212483243,0.0446484690055006,0.0315574177837069,0.12520992840075,0.132169729882436,0.29669876203235,0.215331951364804,0.153663247776066,0.126971017456951,0.0367254361856449,0.310787603299278,0.328929464402631,0.218036522667805,0.250723447501428,0.421340790944919
0.309320749940951,0.0956935431825398,0.094078489038557,0.286426085428147,0.0261183963512951,0.0372261604457331,0.0517543457702996,0.279906709248512,0.230996157872421,0.382294176516803,0.191234155521473,0.110753964833542,0.346669359187133,0.316557514687667,0.321294318907908,0.210533940131699,0.180745221286579,0.318329876653029,0.334068182325583,0.242950427315435,0.388145701697555,0.038522033530572,0.172613132565358,0.496595950707107,0.210475447237076,0.293696580492807,0.238202422371086,0.137014046707672,0.272302456402526,0.21973661951097,0.322881311369617,0,0.230106026429508,0.301488032898113,0.309146287426785,0.211872333706522,0.245364604139173,0.207622604639712,0.25444719947687,0.401854454859187,0.206808007614151,0.324792536407829,0.365661470174736,0.383072118045806,0.272910389543263,0.304866101144603,0.0991906928075846
0.130316552626815,0.283271862728854,0.324184515468065,0.320262456947412,0.245607730003994,0.258125419712465,0.268276390190047,0.507274452427225,0.269948452708633,0.2573138164339,0.341770507407052,0.276947343910092,0.168892417152312,0.125765287059418,0.146062741489666,0.440639966561207,0.371361871939445,0.161497475372325,0.209087822242679,0.378109118466776,0.282180111542935,0.219270007655016,0.351841264280219,0.624777336850602,0.426032012617964,0.113215934046242,0.133833730102171,0.299424162433481,0.305868351057991,0.0309615809884776,0.140725212483243,0.230106026429508,0,0.167198080570292,0.162476379096826,0.238943940664952,0.0639397184850817,0.380041167771734,0.0803551091573198,0.22189325917342,0.0258784969031547,0.131963348173501,0.194738252567211,0.258091757962903,0.141605489443302,0.1798857410617,0.280615578461676
0.138089647941163,0.390811903456348,0.36594165877837,0.222262424435737,0.313837570821069,0.31031614679719,0.321165197343083,0.349184327732032,0.166832496880012,0.103046798251353,0.246334646490689,0.352908358158923,0.0491100538665965,0.0446943449478546,0.0253893616559703,0.282501707929674,0.259684152993638,0.0499866330525464,0.0548208040601323,0.298050918284652,0.124089986847742,0.302318663788942,0.257039496054466,0.560518432467656,0.258833932047673,0.224418962009287,0.181663866803023,0.423310416190148,0.21450846803442,0.1514909446771,0.0446484690055006,0.301488032898113,0.167198080570292,0,0.0301195169879009,0.123227295825032,0.167857184336408,0.286375126602053,0.213349318789086,0.144727080918293,0.141319583667137,0.0465596940437122,0.318624506323878,0.312779963660953,0.225873425692406,0.23457394675975,0.400678725705697
